,Protein_product,Replicon_Name,Replicon_Accession,Start,Stop,Strand,Gene,GeneID,Length,Protein_name,Sequence_Length,Sequence_Description,Annotation_GO_ID,Enzyme_Code,Enzyme_Name
39204,XP_022325250.1,3,NC_035782.1,8214324,8247378,+,111125578,LOC111125578,502,hyccin-like,1509,hyccin-like,,,
39205,XP_022325251.1,3,NC_035782.1,8295384,8314129,+,111125579,LOC111125579,305,uncharacterized protein LOC111125579 isoform X1,918,uncharacterized protein LOC111125579 isoform X1,,,
39206,XP_022325252.1,3,NC_035782.1,8295722,8314129,+,111125579,LOC111125579,230,uncharacterized protein LOC111125579 isoform X2,693,uncharacterized protein LOC111125579 isoform X2,,,
39207,XP_022325253.1,1,NC_035780.1,6420542,6430928,-,111125571,LOC111125571,404,serine/threonine-protein kinase 3-like isoform X3,1215,serine/threonine-protein kinase 3-like isoform X3,GO:0006464;GO:0016301;GO:0043167,,
39208,XP_022325254.1,3,NC_035782.1,42398441,42410701,+,111125581,LOC111125581,1084,low-density lipoprotein receptor-related protein 4-like,3255,low-density lipoprotein receptor-related protein 4-like,,,
39209,XP_022325255.1,3,NC_035782.1,42422570,42424015,+,111125582,LOC111125582,243,uncharacterized protein LOC111125582,732,uncharacterized protein LOC111125582,,,
39210,XP_022325256.1,3,NC_035782.1,42435202,42437525,+,111125583,LOC111125583,220,uncharacterized protein LOC111125583,663,uncharacterized protein LOC111125583,,,
39211,XP_022325257.1,3,NC_035782.1,42425915,42427545,+,111125584,LOC111125584,207,uncharacterized protein LOC111125584,624,uncharacterized protein LOC111125584,,,
39212,XP_022325258.1,3,NC_035782.1,42474201,42476225,+,111125585,LOC111125585,106,scavenger receptor class F member 1-like,321,scavenger receptor class F member 1-like,,,
39213,XP_022325259.1,3,NC_035782.1,67310221,67311954,-,111125588,LOC111125588,166,uncharacterized protein LOC111125588,501,uncharacterized protein LOC111125588,,,
39214,XP_022325260.1,3,NC_035782.1,8978079,8985937,-,111125590,LOC111125590,378,uncharacterized protein LOC111125590 isoform X1,1137,uncharacterized protein LOC111125590 isoform X1,,,
39215,XP_022325261.1,3,NC_035782.1,8978079,8985937,-,111125590,LOC111125590,378,uncharacterized protein LOC111125590 isoform X1,1137,uncharacterized protein LOC111125590 isoform X1,,,
39216,XP_022325262.1,3,NC_035782.1,8978079,8985937,-,111125590,LOC111125590,378,uncharacterized protein LOC111125590 isoform X1,1137,uncharacterized protein LOC111125590 isoform X1,,,
39217,XP_022325263.1,3,NC_035782.1,8977936,8985937,-,111125590,LOC111125590,378,uncharacterized protein LOC111125590 isoform X2,1137,uncharacterized protein LOC111125590 isoform X2,,,
39218,XP_022325264.1,1,NC_035780.1,6431432,6435845,+,111125589,LOC111125589,359,LOW QUALITY PROTEIN: glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,1077,LOW QUALITY PROTEIN: glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,GO:0005575;GO:0006464;GO:0009058;GO:0016757,EC:2.4.1.122,N-acetylgalactosaminide beta-1
39219,XP_022325265.1,3,NC_035782.1,8978079,8985937,-,111125590,LOC111125590,369,uncharacterized protein LOC111125590 isoform X3,1110,uncharacterized protein LOC111125590 isoform X3,,,
39220,XP_022325266.1,3,NC_035782.1,8996759,9002153,-,111125591,LOC111125591,250,syntaxin-6-like,753,syntaxin-6-like,GO:0005575;GO:0016192,,
39221,XP_022325267.1,3,NC_035782.1,5782990,5828982,+,111125592,LOC111125592,1754,nucleoporin NUP188 homolog isoform X1,5265,nucleoporin NUP188 homolog isoform X1,GO:0005198;GO:0005635;GO:0032991,,
39222,XP_022325268.1,3,NC_035782.1,5782990,5828982,+,111125592,LOC111125592,1753,nucleoporin NUP188 homolog isoform X2,5262,nucleoporin NUP188 homolog isoform X2,GO:0005198;GO:0005635;GO:0032991,,
39223,XP_022325269.1,3,NC_035782.1,5545188,5549822,+,111125593,LOC111125593,1445,uncharacterized protein LOC111125593,4338,uncharacterized protein LOC111125593,,,
39224,XP_022325270.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1200,uncharacterized protein LOC111125594 isoform X1,3603,uncharacterized protein LOC111125594 isoform X1,GO:0003674,,
39225,XP_022325271.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1199,uncharacterized protein LOC111125594 isoform X2,3600,uncharacterized protein LOC111125594 isoform X2,GO:0003674,,
39226,XP_022325272.1,3,NC_035782.1,5640363,5659780,-,111125594,LOC111125594,1176,uncharacterized protein LOC111125594 isoform X3,3531,uncharacterized protein LOC111125594 isoform X3,GO:0003674,,
39227,XP_022325273.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1173,uncharacterized protein LOC111125594 isoform X4,3522,uncharacterized protein LOC111125594 isoform X4,GO:0003674,,
39228,XP_022325274.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1172,uncharacterized protein LOC111125594 isoform X5,3519,uncharacterized protein LOC111125594 isoform X5,GO:0003674,,
39229,XP_022325275.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1163,uncharacterized protein LOC111125594 isoform X6,3492,uncharacterized protein LOC111125594 isoform X6,GO:0003674,,
39230,XP_022325276.1,3,NC_035782.1,5640257,5659780,-,111125594,LOC111125594,1136,uncharacterized protein LOC111125594 isoform X7,3411,uncharacterized protein LOC111125594 isoform X7,GO:0003674,,
39231,XP_022325277.1,3,NC_035782.1,5640257,5656475,-,111125594,LOC111125594,1118,uncharacterized protein LOC111125594 isoform X8,3357,uncharacterized protein LOC111125594 isoform X8,GO:0003674,,
39232,XP_022325278.1,3,NC_035782.1,5640257,5656475,-,111125594,LOC111125594,1118,uncharacterized protein LOC111125594 isoform X8,3357,uncharacterized protein LOC111125594 isoform X8,GO:0003674,,
39233,XP_022325279.1,3,NC_035782.1,5646379,5659780,-,111125594,LOC111125594,986,uncharacterized protein LOC111125594 isoform X9,2961,uncharacterized protein LOC111125594 isoform X9,GO:0003674,,
39234,XP_022325280.1,3,NC_035782.1,5598491,5622213,+,111125596,LOC111125596,996,adenylate kinase isoenzyme 5-like isoform X1,2991,adenylate kinase isoenzyme 5-like isoform X1,GO:0016301;GO:0034641;GO:0043167,,
39235,XP_022325281.1,3,NC_035782.1,5598491,5622213,+,111125596,LOC111125596,983,adenylate kinase isoenzyme 5-like isoform X2,2952,adenylate kinase isoenzyme 5-like isoform X2,GO:0016301;GO:0034641;GO:0043167,,
39236,XP_022325282.1,3,NC_035782.1,5777862,5780501,+,111125597,LOC111125597,879,chitinase-like protein PB1E7.04c,2640,chitinase-like protein PB1E7.04c,,,
39237,XP_022325283.1,3,NC_035782.1,5680126,5699704,+,111125599,LOC111125599,831,serine/threonine-protein kinase TNNI3K-like isoform X1,2496,serine/threonine-protein kinase TNNI3K-like isoform X1,GO:0006464;GO:0016301;GO:0043167,,
39238,XP_022325284.1,3,NC_035782.1,5680126,5699704,+,111125599,LOC111125599,831,serine/threonine-protein kinase TNNI3K-like isoform X1,2496,serine/threonine-protein kinase TNNI3K-like isoform X1,GO:0006464;GO:0016301;GO:0043167,,
39239,XP_022325285.1,3,NC_035782.1,5680126,5699704,+,111125599,LOC111125599,830,serine/threonine-protein kinase TNNI3K-like isoform X2,2493,serine/threonine-protein kinase TNNI3K-like isoform X2,GO:0006464;GO:0016301;GO:0043167,,
39240,XP_022325286.1,3,NC_035782.1,5664639,5673443,+,111125600,LOC111125600,819,metal-response element-binding transcription factor 2-like,2460,metal-response element-binding transcription factor 2-like,,,
39241,XP_022325287.1,3,NC_035782.1,5571241,5575293,+,111125601,LOC111125601,795,uncharacterized protein LOC111125601,2388,uncharacterized protein LOC111125601,GO:0003674,,
39242,XP_022325288.1,3,NC_035782.1,5748843,5750507,+,111125602,LOC111125602,554,protein wech-like,1665,protein wech-like,GO:0043167,,
39243,XP_022325289.1,3,NC_035782.1,5625390,5627039,-,111125603,LOC111125603,549,uncharacterized protein LOC111125603,1650,uncharacterized protein LOC111125603,GO:0043167,,
39244,XP_022325290.1,3,NC_035782.1,5706055,5707699,+,111125604,LOC111125604,548,LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM71-like,1641,LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase TRIM71-like,GO:0043167,,
39245,XP_022325291.1,3,NC_035782.1,5757120,5758670,+,111125605,LOC111125605,516,uncharacterized protein LOC111125605,1551,uncharacterized protein LOC111125605,GO:0043167,,
39246,XP_022325292.1,3,NC_035782.1,5943417,5970051,-,111125606,LOC111125606,455,uncharacterized protein LOC111125606 isoform X1,1368,uncharacterized protein LOC111125606 isoform X1,GO:0043167,,
39247,XP_022325293.1,3,NC_035782.1,5943417,5970051,-,111125606,LOC111125606,389,uncharacterized protein LOC111125606 isoform X2,1170,uncharacterized protein LOC111125606 isoform X2,GO:0043167,,
39248,XP_022325294.1,3,NC_035782.1,5853936,5879275,-,111125608,LOC111125608,424,cytidine and dCMP deaminase domain-containing protein 1-like,1275,cytidine and dCMP deaminase domain-containing protein 1-like,GO:0043167,,
39249,XP_022325295.1,3,NC_035782.1,5566307,5570501,-,111125609,LOC111125609,391,N-glycosylase/DNA lyase-like,1176,N-glycosylase/DNA lyase-like,GO:0003677;GO:0006259;GO:0006950;GO:0016798;GO:0034655,EC:3.2.2.23,DNA-formamidopyrimidine glycosylase
39250,XP_022325296.1,3,NC_035782.1,5577204,5591739,-,111125610,LOC111125610,380,isocitrate dehydrogenase,1143,isocitrate dehydrogenase [NAD] subunit beta%2C mitochondrial-like,GO:0006091;GO:0016491;GO:0043167,EC:1.1.1.41,Isocitrate dehydrogenase (NAD(+))
39251,XP_022325297.1,1,NC_035780.1,56040798,56049830,-,111125607,LOC111125607,677,uncharacterized protein LOC111125607 isoform X1,2034,uncharacterized protein LOC111125607 isoform X1,GO:0003677,,
39252,XP_022325298.1,3,NC_035782.1,5594023,5598141,-,111125613,LOC111125613,344,GPI-anchor transamidase-like,1035,GPI-anchor transamidase-like,GO:0005737;GO:0005783;GO:0006464;GO:0006629;GO:0008233;GO:0009058;GO:0032991,,
39253,XP_022325299.1,3,NC_035782.1,5552295,5561224,-,111125614,LOC111125614,306,tRNA methyltransferase 10 homolog B-like,921,tRNA methyltransferase 10 homolog B-like,,,
39254,XP_022325300.1,3,NC_035782.1,5561557,5565592,+,111125615,LOC111125615,303,iron-sulfur protein NUBPL-like isoform X1,912,iron-sulfur protein NUBPL-like isoform X1,GO:0043167,,
39255,XP_022325301.1,3,NC_035782.1,5561792,5565592,+,111125615,LOC111125615,270,iron-sulfur protein NUBPL-like isoform X2,813,iron-sulfur protein NUBPL-like isoform X2,GO:0043167,,
39256,XP_022325302.1,3,NC_035782.1,5839421,5840309,-,111125616,LOC111125616,206,heavy metal-binding protein HIP-like,621,heavy metal-binding protein HIP-like,GO:0003674,,
39257,XP_022325303.1,3,NC_035782.1,5767205,5772884,+,111125617,LOC111125617,148,uncharacterized protein LOC111125617,447,uncharacterized protein LOC111125617,GO:0043167,,
39258,XP_022325304.1,3,NC_035782.1,5527169,5532538,+,111125618,LOC111125618,142,uncharacterized protein LOC111125618,429,uncharacterized protein LOC111125618,,,
39259,XP_022325305.1,1,NC_035780.1,56040798,56055188,-,111125607,LOC111125607,670,uncharacterized protein LOC111125607 isoform X2,2013,uncharacterized protein LOC111125607 isoform X2,GO:0003677,,
39260,XP_022325306.1,3,NC_035782.1,5829637,5848146,-,111125619,LOC111125619,634,uncharacterized protein LOC111125619,1905,uncharacterized protein LOC111125619,GO:0003674,,
39261,XP_022325307.1,3,NC_035782.1,59158577,59164248,-,111125621,LOC111125621,511,probable Xaa-Pro aminopeptidase 3,1536,probable Xaa-Pro aminopeptidase 3,GO:0008233;GO:0043167,EC:3.4.11,Acting on peptide bonds (peptidases)
39262,XP_022325308.1,3,NC_035782.1,59158577,59164248,-,111125621,LOC111125621,511,probable Xaa-Pro aminopeptidase 3,1536,probable Xaa-Pro aminopeptidase 3,GO:0008233;GO:0043167,EC:3.4.11,Acting on peptide bonds (peptidases)
39263,XP_022325309.1,3,NC_035782.1,59165554,59173437,+,111125622,LOC111125622,411,hsc70-interacting protein-like,1236,hsc70-interacting protein-like,GO:0003674,,
39264,XP_022325310.1,3,NC_035782.1,27969288,27983531,+,111125624,LOC111125624,582,uncharacterized protein LOC111125624 isoform X1,1749,uncharacterized protein LOC111125624 isoform X1,,,
39265,XP_022325311.1,3,NC_035782.1,27969288,27983531,+,111125624,LOC111125624,576,uncharacterized protein LOC111125624 isoform X2,1731,uncharacterized protein LOC111125624 isoform X2,GO:0005739;GO:0007005;GO:0009056,,
39266,XP_022325312.1,3,NC_035782.1,27940127,27959613,+,111125625,LOC111125625,514,uncharacterized protein LOC111125625,1545,uncharacterized protein LOC111125625,GO:0005739;GO:0007005;GO:0009056,,
39267,XP_022325313.1,3,NC_035782.1,11165624,11187984,+,111125626,LOC111125626,3189,uncharacterized protein LOC111125626,9570,uncharacterized protein LOC111125626,GO:0003674,,
39268,XP_022325314.1,1,NC_035780.1,56015235,56022418,-,111125623,LOC111125623,657,zinc finger protein 37-like isoform X1,1974,zinc finger protein 37-like isoform X1,GO:0003674,,
39269,XP_022325315.1,3,NC_035782.1,38338135,38347146,-,111125627,LOC111125627,538,probable protein S-acyltransferase 23 isoform X1,1617,probable protein S-acyltransferase 23 isoform X1,GO:0003674,,
39270,XP_022325316.1,3,NC_035782.1,38335670,38347146,-,111125627,LOC111125627,533,probable protein S-acyltransferase 23 isoform X2,1602,probable protein S-acyltransferase 23 isoform X2,GO:0003674,,
39271,XP_022325317.1,3,NC_035782.1,38347394,38351889,+,111125628,LOC111125628,117,E3 ubiquitin-protein ligase RBX1,354,E3 ubiquitin-protein ligase RBX1,GO:0043167,,
39272,XP_022325318.1,3,NC_035782.1,67505436,67512753,+,111125629,LOC111125629,431,innexin unc-9-like isoform X1,1296,innexin unc-9-like isoform X1,,,
39273,XP_022325319.1,3,NC_035782.1,67505436,67512753,+,111125629,LOC111125629,428,innexin unc-9-like isoform X2,1287,innexin unc-9-like isoform X2,,,
39274,XP_022325320.1,3,NC_035782.1,67505436,67512753,+,111125629,LOC111125629,419,innexin unc-9-like isoform X3,1260,innexin unc-9-like isoform X3,,,
39275,XP_022325321.1,3,NC_035782.1,67509373,67512753,+,111125629,LOC111125629,416,innexin unc-9-like isoform X4,1251,innexin unc-9-like isoform X4,,,
39276,XP_022325322.1,3,NC_035782.1,67506802,67512753,+,111125629,LOC111125629,416,innexin unc-9-like isoform X5,1251,innexin unc-9-like isoform X5,,,
39277,XP_022325323.1,1,NC_035780.1,56015235,56021796,-,111125623,LOC111125623,637,zinc finger protein 37-like isoform X2,1914,zinc finger protein 37-like isoform X2,GO:0003674,,
39278,XP_022325324.1,3,NC_035782.1,67510229,67512753,+,111125629,LOC111125629,416,innexin unc-9-like isoform X6,1251,innexin unc-9-like isoform X6,,,
39279,XP_022325325.1,3,NC_035782.1,67511385,67512753,+,111125629,LOC111125629,416,innexin unc-9-like isoform X7,1251,innexin unc-9-like isoform X7,,,
39280,XP_022325326.1,3,NC_035782.1,62474156,62481062,-,111125631,LOC111125631,397,queuine tRNA-ribosyltransferase catalytic subunit 1-like,1194,queuine tRNA-ribosyltransferase catalytic subunit 1-like,GO:0006399;GO:0009058;GO:0016757;GO:0044281,EC:2.4.2.29,tRNA-guanine(34) transglycosylase
39281,XP_022325327.1,3,NC_035782.1,62481150,62488059,+,111125632,LOC111125632,265,dolichyldiphosphatase 1-like isoform X1,798,dolichyldiphosphatase 1-like isoform X1,GO:0003674,,
39282,XP_022325328.1,3,NC_035782.1,62481213,62488059,+,111125632,LOC111125632,244,dolichyldiphosphatase 1-like isoform X2,735,dolichyldiphosphatase 1-like isoform X2,GO:0003674,,
39283,XP_022325329.1,3,NC_035782.1,25319136,25355639,+,111125634,LOC111125634,4315,titin-like isoform X1,12948,titin-like isoform X1,GO:0007165;GO:0019899,,
39284,XP_022325330.1,3,NC_035782.1,25319136,25378326,+,111125634,LOC111125634,4189,titin-like isoform X2,12570,titin-like isoform X2,GO:0007165;GO:0019899,,
39285,XP_022325331.1,1,NC_035780.1,56015235,56020095,-,111125623,LOC111125623,544,zinc finger and SCAN domain-containing protein 21-like isoform X3,1635,zinc finger and SCAN domain-containing protein 21-like isoform X3,GO:0003674,,
39286,XP_022325332.1,3,NC_035782.1,25319136,25378326,+,111125634,LOC111125634,4183,titin-like isoform X3,12552,titin-like isoform X3,GO:0007165;GO:0019899,,
39287,XP_022325333.1,3,NC_035782.1,25319136,25378326,+,111125634,LOC111125634,4163,titin-like isoform X4,12492,titin-like isoform X4,GO:0007165;GO:0019899,,
39288,XP_022325334.1,3,NC_035782.1,25319136,25378326,+,111125634,LOC111125634,4157,titin-like isoform X5,12474,titin-like isoform X5,GO:0007165;GO:0019899,,
39289,XP_022325335.1,3,NC_035782.1,25319136,25361477,+,111125634,LOC111125634,3746,muscle M-line assembly protein unc-89-like isoform X6,11241,muscle M-line assembly protein unc-89-like isoform X6,GO:0007165;GO:0019899,,
39290,XP_022325336.1,3,NC_035782.1,25361496,25378326,+,111125634,LOC111125634,3744,uncharacterized protein LOC111125634 isoform X7,11235,uncharacterized protein LOC111125634 isoform X7,GO:0003674,,
39291,XP_022325337.1,1,NC_035780.1,25121036,25123638,-,111125612,LOC111125612,195,GLIPR1-like protein 1,588,GLIPR1-like protein 1,GO:0005576,,
39292,XP_022325338.1,3,NC_035782.1,25361496,25378326,+,111125634,LOC111125634,3710,uncharacterized protein LOC111125634 isoform X8,11133,uncharacterized protein LOC111125634 isoform X8,GO:0003674,,
39293,XP_022325339.1,3,NC_035782.1,32618726,32621061,-,111125635,LOC111125635,598,cysteine/serine-rich nuclear protein 2-like,1797,cysteine/serine-rich nuclear protein 2-like,,,
39294,XP_022325340.1,3,NC_035782.1,67502379,67503611,+,111125636,LOC111125636,410,innexin unc-9-like,1233,innexin unc-9-like,,,
39295,XP_022325341.1,3,NC_035782.1,24638545,24649234,+,111125637,LOC111125637,441,uncharacterized protein LOC111125637,1326,uncharacterized protein LOC111125637,,,
39296,XP_022325342.1,3,NC_035782.1,24656659,24667926,+,111125639,LOC111125639,440,uncharacterized protein LOC111125639 isoform X1,1323,uncharacterized protein LOC111125639 isoform X1,,,
39297,XP_022325343.1,3,NC_035782.1,24656659,24667926,+,111125639,LOC111125639,438,uncharacterized protein LOC111125639 isoform X2,1317,uncharacterized protein LOC111125639 isoform X2,,,
39298,XP_022325344.1,3,NC_035782.1,24656659,24667571,+,111125639,LOC111125639,423,uncharacterized protein LOC111125639 isoform X3,1272,uncharacterized protein LOC111125639 isoform X3,,,
39299,XP_022325345.1,3,NC_035782.1,24656659,24667926,+,111125639,LOC111125639,396,uncharacterized protein LOC111125639 isoform X4,1191,uncharacterized protein LOC111125639 isoform X4,,,
39300,XP_022325346.1,1,NC_035780.1,55940433,55947658,-,111125638,LOC111125638,647,GDNF-inducible zinc finger protein 1-like isoform X1,1944,GDNF-inducible zinc finger protein 1-like isoform X1,GO:0003674,,
39301,XP_022325347.1,3,NC_035782.1,24659933,24667926,+,111125639,LOC111125639,305,uncharacterized protein LOC111125639 isoform X5,918,uncharacterized protein LOC111125639 isoform X5,,,
39302,XP_022325348.1,3,NC_035782.1,24692996,24701506,+,111125640,LOC111125640,440,uncharacterized protein LOC111125640 isoform X1,1323,uncharacterized protein LOC111125640 isoform X1,,,
39303,XP_022325349.1,3,NC_035782.1,24692996,24701506,+,111125640,LOC111125640,431,uncharacterized protein LOC111125640 isoform X2,1296,uncharacterized protein LOC111125640 isoform X2,,,
39304,XP_022325350.1,3,NC_035782.1,24747430,24759697,+,111125641,LOC111125641,440,uncharacterized protein LOC111125641 isoform X1,1323,uncharacterized protein LOC111125641 isoform X1,,,
39305,XP_022325351.1,3,NC_035782.1,24710149,24759697,+,111125641,LOC111125641,437,uncharacterized protein LOC111125641 isoform X2,1314,uncharacterized protein LOC111125641 isoform X2,,,
39306,XP_022325352.1,3,NC_035782.1,24747430,24759697,+,111125641,LOC111125641,396,uncharacterized protein LOC111125641 isoform X3,1191,uncharacterized protein LOC111125641 isoform X3,,,
39307,XP_022325353.1,3,NC_035782.1,24672340,24681690,+,111125642,LOC111125642,396,uncharacterized protein LOC111125642,1191,uncharacterized protein LOC111125642,,,
39308,XP_022325354.1,1,NC_035780.1,55940433,55947658,-,111125638,LOC111125638,619,zinc finger protein 235-like isoform X2,1860,zinc finger protein 235-like isoform X2,GO:0003674,,
39309,XP_022325355.1,3,NC_035782.1,24672340,24681690,+,111125642,LOC111125642,396,uncharacterized protein LOC111125642,1191,uncharacterized protein LOC111125642,,,
39310,XP_022325356.1,3,NC_035782.1,50588877,50599916,-,111125643,LOC111125643,550,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like",1653,phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase TPTE2-like,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39311,XP_022325357.1,3,NC_035782.1,50588877,50599916,-,111125643,LOC111125643,550,"phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like",1653,phosphatidylinositol 3%2C4%2C5-trisphosphate 3-phosphatase TPTE2-like,GO:0006464;GO:0006520;GO:0016791,EC:3.1.3.16;EC:3.1.3.48,Protein-serine/threonine phosphatase;Protein-tyrosine-phosphatase
39312,XP_022325358.1,3,NC_035782.1,37809162,37814571,+,111125644,LOC111125644,566,vang-like protein 2,1701,vang-like protein 2,GO:0005575;GO:0048856,,
39313,XP_022325359.1,3,NC_035782.1,12632615,12643659,+,111125645,LOC111125645,804,PAB-dependent poly(A)-specific ribonuclease subunit PAN3-like,2415,PAB-dependent poly(A)-specific ribonuclease subunit PAN3-like,GO:0003723;GO:0005737;GO:0006397;GO:0006464;GO:0016301;GO:0032991;GO:0034655;GO:0043167,,
39314,XP_022325360.1,3,NC_035782.1,67121197,67134386,-,111125646,LOC111125646,506,alpha-glucosidase-like,1521,alpha-glucosidase-like,GO:0003674;GO:0005975,,
39315,XP_022325361.1,3,NC_035782.1,67121197,67134386,-,111125646,LOC111125646,506,alpha-glucosidase-like,1521,alpha-glucosidase-like,GO:0003674;GO:0005975,,
39316,XP_022325362.1,3,NC_035782.1,67121197,67134386,-,111125646,LOC111125646,506,alpha-glucosidase-like,1521,alpha-glucosidase-like,GO:0003674;GO:0005975,,
39317,XP_022325363.1,3,NC_035782.1,67135459,67137391,+,111125648,LOC111125648,193,NEDD8-conjugating enzyme ubc12-like,582,NEDD8-conjugating enzyme ubc12-like,,,
39318,XP_022325364.1,3,NC_035782.1,29052749,29053507,-,111125649,LOC111125649,252,protein sprouty homolog 2-like,759,protein sprouty homolog 2-like,GO:0005575;GO:0007165;GO:0048856,,
39319,XP_022325365.1,3,NC_035782.1,29052749,29053507,-,111125649,LOC111125649,252,protein sprouty homolog 2-like,759,protein sprouty homolog 2-like,GO:0005575;GO:0007165;GO:0048856,,
39320,XP_022325366.1,3,NC_035782.1,26689277,26693959,+,111125650,LOC111125650,361,cyclin-Y-like protein 1 isoform X1,1086,cyclin-Y-like protein 1 isoform X1,GO:0006464;GO:0007049;GO:0019899,,
39321,XP_022325367.1,1,NC_035780.1,55995615,56005901,-,111125647,LOC111125647,604,zinc finger protein 43-like isoform X1,1815,zinc finger protein 43-like isoform X1,GO:0003674,,
39322,XP_022325368.1,3,NC_035782.1,26689277,26693959,+,111125650,LOC111125650,352,cyclin-Y-like protein 1 isoform X2,1059,cyclin-Y-like protein 1 isoform X2,GO:0006464;GO:0007049;GO:0019899,,
39323,XP_022325369.1,3,NC_035782.1,72863578,72882305,+,111125651,LOC111125651,1300,nuclear factor related to kappa-B-binding protein-like isoform X1,3903,nuclear factor related to kappa-B-binding protein-like isoform X1,GO:0000228;GO:0032991,,
39324,XP_022325370.1,3,NC_035782.1,72863578,72882305,+,111125651,LOC111125651,1300,nuclear factor related to kappa-B-binding protein-like isoform X1,3903,nuclear factor related to kappa-B-binding protein-like isoform X1,GO:0000228;GO:0032991,,
39325,XP_022325371.1,3,NC_035782.1,72863578,72882305,+,111125651,LOC111125651,1300,nuclear factor related to kappa-B-binding protein-like isoform X1,3903,nuclear factor related to kappa-B-binding protein-like isoform X1,GO:0000228;GO:0032991,,
39326,XP_022325372.1,3,NC_035782.1,72863578,72882305,+,111125651,LOC111125651,1264,nuclear factor related to kappa-B-binding protein-like isoform X2,3795,nuclear factor related to kappa-B-binding protein-like isoform X2,GO:0000228;GO:0032991,,
39327,XP_022325373.1,3,NC_035782.1,72856817,72862428,-,111125652,LOC111125652,302,eukaryotic translation initiation factor 3 subunit F-like,909,eukaryotic translation initiation factor 3 subunit F-like,GO:0005840;GO:0008135,,
39328,XP_022325374.1,3,NC_035782.1,23244982,23250485,-,111125653,LOC111125653,357,arfaptin-2-like isoform X1,1074,arfaptin-2-like isoform X1,GO:0003674,,
39329,XP_022325375.1,3,NC_035782.1,23244982,23250485,-,111125653,LOC111125653,340,arfaptin-2-like isoform X2,1023,arfaptin-2-like isoform X2,GO:0003674,,
39330,XP_022325376.1,1,NC_035780.1,55995615,56005901,-,111125647,LOC111125647,604,zinc finger protein 43-like isoform X1,1815,zinc finger protein 43-like isoform X1,GO:0003674,,
39331,XP_022325377.1,3,NC_035782.1,23240115,23240717,+,111125654,LOC111125654,83,mitochondrial import inner membrane translocase subunit Tim8 A-like,252,mitochondrial import inner membrane translocase subunit Tim8 A-like,GO:0005739;GO:0006810,,
39332,XP_022325378.1,3,NC_035782.1,69527286,69543838,+,111125655,LOC111125655,599,uncharacterized protein LOC111125655 isoform X1,1800,uncharacterized protein LOC111125655 isoform X1,GO:0005739;GO:0007005;GO:0009056,,
39333,XP_022325379.1,3,NC_035782.1,69527286,69543838,+,111125655,LOC111125655,597,uncharacterized protein LOC111125655 isoform X2,1794,uncharacterized protein LOC111125655 isoform X2,GO:0005739;GO:0007005;GO:0009056,,
39334,XP_022325380.1,3,NC_035782.1,69554153,69559773,-,111125656,LOC111125656,352,cathepsin L1-like isoform X1,1059,cathepsin L1-like isoform X1,GO:0008233,,
39335,XP_022325381.1,3,NC_035782.1,69554153,69559773,-,111125656,LOC111125656,347,cathepsin L1-like isoform X2,1044,cathepsin L1-like isoform X2,GO:0008233,,
39336,XP_022325382.1,3,NC_035782.1,69554153,69560121,-,111125656,LOC111125656,328,cathepsin L1-like isoform X3,987,cathepsin L1-like isoform X3,GO:0008233,,
39337,XP_022325383.1,3,NC_035782.1,69554153,69557314,-,111125656,LOC111125656,283,cathepsin L1-like isoform X4,852,cathepsin L1-like isoform X4,GO:0008233,,
39338,XP_022325384.1,3,NC_035782.1,73197766,73210224,+,111125657,LOC111125657,371,serine/threonine-protein phosphatase 2A activator-like,1116,serine/threonine-protein phosphatase 2A activator-like,GO:0030234,,
39339,XP_022325385.1,1,NC_035780.1,55995615,56005901,-,111125647,LOC111125647,548,zinc finger protein 91-like isoform X2,1647,zinc finger protein 91-like isoform X2,GO:0003674,,
39340,XP_022325386.1,3,NC_035782.1,73190444,73192672,-,111125658,LOC111125658,273,protein ABHD14B-like,822,protein ABHD14B-like,,,
39341,XP_022325387.1,3,NC_035782.1,73190444,73192672,-,111125658,LOC111125658,273,protein ABHD14B-like,822,protein ABHD14B-like,,,
39342,XP_022325388.1,3,NC_035782.1,69982416,69991740,-,111125659,LOC111125659,602,LOW QUALITY PROTEIN: procollagen galactosyltransferase 1-like,1800,LOW QUALITY PROTEIN: procollagen galactosyltransferase 1-like,,,
39343,XP_022325389.1,3,NC_035782.1,69977884,69981563,+,111125660,LOC111125660,140,DNA repair protein SWI5 homolog,423,DNA repair protein SWI5 homolog,,,
